  4.075999626274e+002  3.144487046133e+002  3.057184581838e+002  3.254627129171e+002  2.102150219720e+002  1.216220565567e+002  1.494638931984e+002  9.273912851502e+001  1.406913956317e+002  2.680973916381e+002  8.112791653844e+001  1.561631052379e+002  1.018741407453e+002  1.308698851117e+002  1.337189212809e+002  8.498499153073e+001  1.486113018953e+002  8.304535340695e+001  1.335373556621e+002
  3.833615100873e+002  1.877904513294e+002  2.219180331881e+002  2.726933297612e+002  2.019917295450e+002  3.617576962817e+002  1.774821896515e+002  3.563483342351e+002  2.492941230731e+002  7.053489516030e+001  6.411673982841e+001  1.370723503248e+002  1.000427787002e+002  4.152775154777e+001  5.632983329254e+001  5.804298671549e+001  9.416332626621e+001  7.890863241593e+001  5.374854697164e+001
  3.166669153378e+002  2.337390551749e+002  3.655107969536e+002  2.244823741134e+002  1.017891438633e+002  8.868938399438e+001  1.016768920262e+002  7.552628870345e+001  1.009723680863e+002  5.422425417721e+001  4.781245619506e+001  4.992900666433e+001  4.454902843508e+001  7.392864702590e+001  2.975953161419e+001  2.237223310600e+001  3.275245338657e+001  6.428884433658e+001  2.479038855843e+001
  1.746533596282e+002  1.133650645969e+002  1.540227173345e+002  9.064125544191e+001  1.479194419429e+002  8.851575212794e+001  1.050580274979e+002  9.994247376029e+001  7.514503546901e+001  8.788586682754e+001  8.586348152350e+001  8.181331919417e+001  1.179186688471e+002  7.293545932172e+001  1.218009383113e+002  1.049002982954e+002  2.798137898133e+002  3.858630847355e+002  2.345011688916e+002
  5.614507478752e+002  7.312188274203e+002  5.689233776797e+003  2.219670870324e+003  2.424056558193e+003  3.857478197793e+003  8.644675674660e+002  5.682674359973e+002  3.252546230976e+002  2.509351316070e+002  3.988555951636e+002  8.810336596763e+002  8.278726143086e+001  2.770981704163e+002  8.625515933811e+001  8.077779143987e+001  3.652776991506e+001  4.880918306699e+001  6.925146546894e+001
  2.766619392279e+002  1.254196932540e+002  1.189943731431e+002  9.637953598903e+001  1.444044818352e+002  3.670347073985e+002  9.797248083582e+001  1.448905737804e+002  1.545485760714e+002  1.278963400629e+002  1.176124303812e+002  1.651973120051e+002  1.711171181306e+002  5.537711431226e+001  1.242670970534e+002  1.904134696355e+002  2.085766063491e+002  7.374108909593e+001  3.643066288357e+002
  2.195319589923e+002  4.875379512781e+002  1.342783995227e+003  1.001849361828e+003  8.373023164664e+002  3.327769854000e+002  8.077236837754e+002  6.871389803618e+002  3.407611683442e+002  3.609320320246e+002  7.960985468258e+002  8.303596979048e+002  2.265445666369e+003  1.006970605277e+003  3.134184667792e+003  2.011334870300e+003  1.253818914010e+003  1.209237053358e+003  6.950258274671e+002
  3.037722609065e+002  4.311713806458e+002  6.626138821943e+002  8.859952803592e+002  3.148606345564e+002  4.735399891235e+002  3.843667260694e+002  7.399704907169e+002  3.316393400992e+002  6.792356857234e+002  3.297978574569e+002  1.292042035543e+003  1.223565731892e+003  8.212168090889e+002  2.139994088969e+003  3.160133539862e+003  4.893526517889e+002  6.389161445988e+002  1.425713618807e+003
  2.167953081944e+002  1.345881326663e+002  1.214037741356e+002  1.100822266601e+002  9.439130318552e+001  1.138248250816e+002  8.193687675196e+001  7.424119261212e+001  6.800685915520e+001  4.702481958528e+001  3.392631728825e+001  3.394319301569e+001  4.302757741397e+001  3.173239160500e+001  3.007117166443e+001  5.426946520418e+001  4.798845561458e+001  4.784858242199e+001  2.912669204645e+001
  2.041267353050e+002  2.067880288672e+002  1.176214315992e+002  8.560451445427e+001  1.119139185188e+002  7.966222012324e+001  8.962013361052e+001  1.252186222991e+002  1.235300467818e+002  1.895463418243e+002  1.556477886113e+002  9.601804675132e+001  4.003855092369e+002  3.387240574525e+002  1.233493077427e+002  1.621008171005e+002  6.829710371648e+002  2.532364466241e+002  1.328345116032e+002
