  1.200593383397e+002  1.471606959964e+002  1.397446077528e+002  1.346199705321e+002  2.819916736319e+002  1.782814514767e+002  2.922275603658e+002  1.586412502172e+002  9.080538531054e+001  1.459967743865e+002  5.748599451104e+001  3.724009989826e+001  3.416524044475e+001  6.592985780392e+001  5.187641235059e+001  9.240435999180e+001  1.869170226584e+002  7.320696732359e+001  4.260642819586e+001
  3.832599708771e+002  2.812017124303e+002  7.675640539752e+001  2.343478437449e+002  2.418707559165e+002  3.375510153242e+002  4.029685808738e+002  1.876628136302e+002  6.845910546665e+001  6.553532631628e+001  4.580716232877e+001  5.131766643298e+001  4.908996247865e+001  3.972025967380e+001  4.316754825673e+001  7.772857375313e+001  8.104794571687e+001  7.545816828826e+001  5.095533885192e+001
  2.961268222998e+002  1.486043830925e+002  2.873348146578e+002  1.539791539939e+002  1.205799285202e+002  1.925970969216e+002  3.562497794417e+002  2.286410319369e+002  1.699096743361e+002  5.751967957351e+001  1.102455646383e+002  5.511323273649e+001  4.293525114075e+001  8.425550508399e+001  1.000147193087e+002  1.489359140118e+002  1.078515743079e+002  9.602422931237e+001  5.500230593437e+001
  1.521028645828e+002  1.366243854979e+002  8.660180351016e+001  7.829192033406e+001  1.269468486991e+002  2.575698031151e+002  7.002843886056e+002  3.399217342305e+002  1.074195237808e+002  1.546893603751e+002  1.404236873133e+002  2.129676548418e+002  1.716058138684e+002  1.289323054453e+002  1.411836795084e+002  5.342564449722e+001  1.003058317702e+002  5.909636836434e+001  4.530023484969e+001
  5.681384050733e+002  3.670886860617e+002  8.955239346251e+002  3.353681838218e+002  5.295380397197e+002  4.768886882759e+002  6.047964966314e+002  9.356024604469e+002  1.929891884147e+002  5.871816898190e+002  2.224640502005e+002  2.818397925251e+002  3.413961365758e+002  1.513685003367e+002  8.230285048874e+001  1.175765828020e+002  4.916897173553e+001  7.334966601565e+001  1.139802079462e+002
  2.690650036829e+002  1.295054246232e+002  7.711686179983e+001  9.910680192423e+001  9.417109432395e+001  1.519392494042e+002  1.946615245661e+002  1.055543249285e+002  2.856702266725e+002  9.542108730461e+001  1.661838411604e+002  1.729960782987e+002  1.311646057848e+002  1.207382457568e+002  2.817109509360e+002  2.051195019581e+002  9.648374091986e+001  6.389223051711e+001  9.901360467561e+001
  2.265796123929e+002  2.722966682122e+002  4.153752399686e+002  9.524276015931e+001  1.148837761505e+002  2.354453071969e+002  2.938045648871e+002  2.495118632989e+002  9.263708867220e+001  2.043159448742e+002  1.888206653441e+002  1.207357641603e+002  1.061739285345e+002  8.706419839965e+001  4.707302441734e+001  6.764943940022e+001  9.587400130542e+001  9.380594794359e+001  1.045265523998e+002
  3.433530521060e+002  3.291883122101e+002  3.285938959265e+002  3.713341691797e+002  1.945804332099e+002  1.097004792348e+002  8.400594087525e+001  2.256812754502e+002  1.129771133318e+002  1.009202996753e+002  8.291266852079e+001  1.613163617872e+002  4.530078563946e+001  1.575802896481e+002  5.328737385601e+001  1.740948455761e+002  1.068846595356e+002  8.929982556712e+001  5.276066318455e+001
  2.208426865188e+002  9.729591133498e+001  2.417585105106e+002  4.021389767977e+002  4.715031150339e+002  6.360382093733e+001  5.733831479342e+001  1.198518096391e+002  5.899965698206e+001  5.628518913385e+001  3.327589982743e+001  5.600648828629e+001  5.422076077722e+001  4.409024114137e+001  7.425778137883e+001  2.969529537772e+002  1.426370427519e+002  9.427196730331e+001  1.091839797629e+002
  3.974447427608e+002  1.022991944924e+002  8.019088440793e+001  1.259944596480e+002  9.525987409425e+001  8.539640494696e+001  2.120471436063e+002  7.789032655814e+001  1.519877302845e+002  1.938608007829e+002  6.788390704019e+001  6.693026703041e+001  1.083533699682e+002  8.396141302793e+001  1.525002537459e+002  1.131733089102e+002  1.207313055853e+002  1.032793381594e+002  5.342497399479e+001
