  3.373088874455e+002  1.188508230855e+002  2.204448843277e+002  1.144091410673e+002  2.495366638438e+002  1.138061981507e+002  1.078602798363e+002  1.106076795407e+002  7.399114176883e+001  1.150921665903e+002  9.902612412865e+001  7.401894779000e+001  6.215995429940e+001  6.272813614206e+001  5.560716155401e+001  4.425270258387e+001  4.023651385626e+001  2.151153289477e+001  2.040201282165e+001  1.875627560460e+001  2.220990004838e+001  2.172020812805e+001  3.423605727809e+001  7.464444277036e+001  2.178079355997e+001  3.745261672024e+001  2.666970295811e+001  3.773552101382e+001  2.141748619287e+001  2.393807168474e+001  2.024898214961e+001  9.877336164982e+001  4.207410672227e+001  2.700655907738e+001  6.059942194459e+001  4.806491209388e+001  2.372388761812e+001  5.378525559486e+001  3.058183634420e+001  1.068579739971e+002  3.803460689355e+001  5.011996186169e+001  2.237147522763e+001  8.513970479414e+001  6.043241436793e+001  3.805342017958e+001  6.675961188478e+001  4.776874940528e+001  6.195169817764e+001
  7.915024306219e+002  1.971133463477e+002  8.121006338296e+002  7.818395682837e+002  8.700290151726e+002  1.359740463904e+002  5.997800882098e+002  2.693294071398e+002  7.428494053872e+002  1.595521218573e+003  3.048406944192e+002  2.045162011706e+002  2.633922109520e+002  1.125069662624e+002  2.544082112437e+002  1.417362229467e+002  1.301780009361e+002  2.211399855506e+002  1.430100136900e+002  7.532115416292e+001  1.953727364499e+002  3.815528321522e+001  1.669311451477e+002  4.645764533564e+001  1.310780057419e+002  9.028309357849e+001  2.759540933367e+002  8.904246227880e+001  1.697986923050e+002  8.492215482740e+001  1.995651969953e+002  3.658454914151e+001  2.168279417177e+002  5.464212366095e+001  1.131975602739e+002  1.524136573414e+002  4.678028418311e+001  1.011510005362e+002  4.363851384988e+001  2.757193858021e+001  7.794928225386e+001  1.643586385813e+001  5.687270976361e+001  2.457612667289e+001  4.802283522004e+001  3.296624140286e+001  3.971858071371e+001  2.293618911180e+001  3.881724015751e+001
  4.888532554852e+002  3.279533714104e+002  4.886657396799e+002  3.896480684524e+002  2.988130159378e+002  7.080517999739e+002  1.414579929946e+002  2.085523521467e+002  1.910469934275e+002  6.453839431780e+002  4.353783610153e+002  2.134659575543e+002  2.169936511883e+002  3.278012974839e+002  5.962756759018e+002  3.412958344190e+002  3.298778028027e+002  7.426691077740e+002  6.986291237731e+002  2.528517222765e+002  1.062477289981e+003  2.847918957901e+002  7.081910082112e+002  5.841577377615e+002  1.020270820541e+003  9.732242087960e+001  2.647402288740e+002  1.150793930705e+002  6.946715846654e+001  6.206237125292e+001  4.183165479785e+001  3.059046381959e+001  2.754828069550e+001  6.737391429863e+001  9.024459793803e+001  5.888762464667e+001  2.344363838861e+001  7.916142706075e+001  4.302666088923e+001  1.734112374635e+001  5.060911408348e+001  5.176585350267e+001  1.272826575225e+001  5.474457306833e+001  5.222993243193e+001  4.799931333940e+001  3.325780974650e+001  4.651463559784e+001  5.434088896918e+001
  2.421088049308e+002  2.872306928630e+002  2.353812406051e+002  4.457731012127e+002  2.103430525277e+002  3.253086008229e+002  2.142983452963e+002  2.185084134271e+002  1.921258674388e+002  1.972456134235e+002  1.440972535896e+002  2.068358341999e+002  9.881442083145e+001  1.867451687464e+002  7.521433101723e+001  7.132989599242e+001  9.490021842780e+001  8.310676087424e+001  6.469364485002e+001  1.292401350266e+002  2.930667491025e+001  7.557365893083e+001  3.744853897160e+001  5.715480858680e+001  2.879244158767e+001  3.429121203720e+001  2.162281687449e+001  2.216004440334e+001  2.036407132581e+001  1.981696744635e+001  1.800967366869e+001  1.804078518849e+001  1.768421194188e+001  5.383432549999e+001  5.079427614464e+001  2.448509646721e+001  5.795814842039e+001  2.360418380450e+001  4.664166230987e+001  5.795092724348e+001  4.011510542406e+001  7.941743104799e+001  5.356000192552e+001  4.502304938270e+001  2.030568970378e+001  5.445986526882e+001  2.739710405038e+001  3.579976450490e+001  1.853426135268e+001
  3.308026457208e+003  7.455060896890e+002  6.901202306241e+002  3.811909554968e+003  2.293117168905e+002  1.104984909229e+003  5.130626449170e+002  3.458605206088e+003  7.488972867676e+003  5.172898685962e+002  2.399326488308e+003  4.308747471957e+002  2.823836484617e+003  4.980325290127e+002  2.359059821376e+003  3.596113807344e+002  3.143256353217e+002  6.087596521146e+002  1.121132253566e+003  2.788094904770e+003  8.840430551611e+002  1.190460867000e+003  3.061407903353e+002  9.377016996783e+002  1.650365786719e+002  4.047527414016e+002  7.717344477276e+001  2.197319036677e+002  6.122619226869e+001  2.406864376155e+002  2.526332004951e+001  1.432728060409e+002  1.467614006619e+002  1.014580855552e+002  1.418521839074e+002  8.072335603140e+001  5.181718506414e+001  6.948196011961e+001  3.931415496223e+001  1.460160091659e+002  1.136351053129e+002  5.062377585656e+001  9.936338417304e+001  3.514156341656e+001  4.020831783156e+001  1.592732455625e+002  3.043604519755e+001  1.230536074256e+002  1.113500811371e+002
  1.918137772712e+002  2.411329340253e+002  1.382528746454e+002  1.612402385497e+002  1.051736706902e+002  1.063287007738e+002  1.175481823468e+002  1.530886269850e+002  8.679490368806e+001  1.211005672578e+002  1.261105325245e+002  1.501557364280e+002  1.436252310250e+002  6.512139503316e+001  9.715234300038e+001  5.178826634744e+001  4.460634238021e+001  6.721819586223e+001  5.636829447720e+001  9.691362640066e+001  7.239956056240e+001  3.442574658198e+001  6.969858237919e+001  1.912300617093e+001  4.621644800280e+001  9.023846637232e+001  4.750442565078e+001  2.800536179466e+002  1.127395430088e+002  3.554659659678e+002  2.823258562131e+002  1.773301540245e+002  1.433750778174e+002  2.270780836616e+002  1.754946734957e+002  3.840951228210e+002  6.231722382301e+001  3.565154385397e+002  2.168247152264e+002  6.440945723272e+001  1.003875141754e+002  1.985779235206e+002  1.811469936060e+002  2.545227985365e+001  2.401730862922e+001  5.481669004979e+001  8.686128463623e+001  6.937096156209e+001  6.883883882897e+001
  1.187452056510e+003  4.130729234077e+002  4.483173204129e+002  3.137921677824e+002  1.604333513806e+002  1.239060408242e+002  1.744186641979e+002  1.121086267634e+002  6.520602463732e+001  9.663921413048e+001  4.974819646024e+001  4.635366633087e+001  5.492257961488e+001  3.226601567867e+001  3.415514172738e+001  2.850604724019e+001  2.640182981238e+001  2.563120109843e+001  6.226928598186e+001  2.419550912696e+001  6.596770391744e+001  7.292613763037e+001  2.585139357041e+001  6.749598935498e+001  8.274822972817e+001  3.614618598309e+001  4.577788099003e+001  4.145047791543e+001  1.347508385297e+002  6.184040299454e+001  9.002536980092e+001  6.813935138314e+001  8.404209585731e+001  8.194719441071e+001  1.872895944306e+001  9.439555706218e+001  9.256584577583e+001  2.141145478747e+001  4.787356945395e+001  5.754727397497e+001  9.080915223758e+001  1.067383139955e+002  5.860882744290e+001  5.390688258147e+001  4.228626346046e+001  1.501517977606e+001  1.469990541660e+002  4.057481410103e+001  3.374278518423e+001
  1.323954191724e+003  4.364236215138e+002  2.959143350342e+002  3.924434932769e+002  1.976006611225e+002  9.964698184229e+001  2.121061888555e+002  1.346242614660e+002  1.302396894209e+002  2.188232511317e+002  1.012311104394e+002  2.813875638788e+002  2.507159017017e+002  2.750519711632e+002  1.287820758207e+002  9.115135587734e+001  1.363119654535e+002  3.296126194654e+001  6.103255179077e+001  4.846067868169e+001  1.377972542067e+002  1.481910106673e+002  4.845206026270e+001  4.967734810591e+001  4.534206328326e+001  6.184336112231e+001  5.833925719625e+001  2.139826499585e+001  5.020211689951e+001  2.331205950077e+001  3.894127262574e+001  4.994729815949e+001  1.377789658142e+002  6.293520294459e+001  4.621690600023e+001  2.016609103585e+001  4.863281903357e+001  2.467521929944e+001  1.833637574783e+001  2.573129564245e+001  1.765156751134e+001  2.686019239830e+001  3.010606128531e+001  7.067927931422e+001  1.397119230517e+001  2.467861230453e+001  1.485958449760e+001  1.353003254653e+001  5.761976982151e+001
  2.702851310033e+002  3.567550995043e+002  2.168659208054e+002  2.893450197561e+002  5.013716987988e+002  2.425879750554e+002  1.700651158476e+002  3.867107019076e+002  9.701203694499e+001  2.535333212245e+002  1.988897378355e+002  1.431218643478e+002  2.155627951088e+002  2.218948752918e+002  4.656457425440e+002  1.942479940202e+002  2.575808601260e+002  1.115040581550e+002  2.394750901734e+002  1.624296352331e+002  1.214215619870e+002  1.264981067591e+002  1.086333333395e+002  4.419787122490e+001  8.506171185801e+001  3.015730508156e+001  5.480700531237e+001  4.442495293628e+001  9.298169908184e+001  1.385041231122e+002  1.887179775531e+001  9.306202811082e+001  1.572078033390e+001  5.458411092299e+001  2.200762138082e+001  7.083973291140e+001  4.273053615355e+001  3.454011465969e+001  2.975453983993e+001  2.720096353301e+001  9.964645908304e+001  5.330907076953e+001  1.192131544264e+002  2.954588381961e+001  1.791256935452e+002  6.331791863741e+001  7.725851553479e+001  1.781215730962e+002  2.888143594092e+001
  2.658780538055e+002  1.222615965081e+002  5.802683234667e+002  1.153702821260e+002  3.013024882204e+002  1.787647528752e+002  3.577412066486e+002  1.094450899285e+002  3.401867666886e+002  1.489486163195e+002  6.533583343430e+001  1.290002357245e+002  8.894663282168e+001  1.130244111757e+002  7.201125577441e+001  1.469452659162e+002  5.773212746978e+001  7.711056882788e+001  2.758183030236e+001  5.339346581048e+001  2.492874907023e+001  2.186472811534e+001  3.588289476677e+001  2.487590745479e+001  2.497374430139e+001  3.754103134628e+001  3.003480510361e+001  2.533203920190e+001  2.035018845302e+001  2.979827194317e+001  1.757273230171e+001  1.575287691535e+001  5.624790832130e+001  6.136836497328e+001  5.820452961153e+001  5.057898025207e+001  6.108109916065e+001  3.105253009312e+001  5.603224036327e+001  7.612193406729e+001  4.685222438153e+001  8.343332067398e+001  8.541471504645e+001  5.436508783861e+001  3.394992429666e+001  3.517788111531e+001  8.521059805628e+001  5.938051563405e+001  5.148321085795e+001
