  2.515453308881e+002  1.649178680398e+003  2.582328075751e+003  1.120383683499e+003  3.233715266048e+003  2.908983240795e+003  7.808237259888e+002  1.147051103681e+003  2.064828901928e+003  2.398674815321e+003  2.485056873233e+003  1.010669991119e+004  1.490648667203e+003  1.228031486140e+003  2.875655113013e+003  7.483055214704e+002  3.929536018279e+002  7.907775654347e+003  6.446591045453e+002  9.166381528526e+002  3.100501574042e+002  1.718172206297e+003  8.917753109678e+002  4.200272195501e+002  2.106822625259e+003  3.485006041070e+002  5.774102393845e+002  1.281183700947e+003  8.054662055760e+002  1.256552847587e+002  5.012429620337e+002  7.342734703580e+002  9.903461601286e+002  1.849025598286e+003  1.388451875308e+003  2.614072856463e+002  3.373374058593e+002  3.014087577721e+002  4.192468076748e+002  1.898677495869e+002  9.358506273587e+002  2.680976240313e+002  3.012752939945e+002  7.853285107715e+002  1.143102528365e+003  1.242044272887e+003  1.025844183575e+004  1.848142566701e+003  1.608936260030e+004  9.656860438559e+004  6.073417328717e+004  4.344501072803e+003  7.563334857496e+002  2.464031562968e+003  1.073652268954e+003  4.912820043399e+003  9.209279091537e+003  2.376728446150e+003  2.540083705743e+004  6.364419383126e+003  4.283632796153e+003  6.432674770133e+002  1.692392511391e+003  8.987456466646e+002  9.224670862422e+002  6.259266151454e+002  1.771587130515e+003  2.380801145895e+003  1.194302373582e+003  4.633467682409e+002  2.109549464051e+003  1.050595856719e+003  1.005676068629e+003  4.264482348961e+003  1.953681034195e+003  1.065642862623e+003  2.332689028761e+003  3.236651326863e+003  1.277701658927e+003  7.162822917809e+003  1.102125377062e+003  1.231882014028e+003  3.149378706820e+002  1.014879393109e+003  2.519838307905e+003  6.568466042345e+003  3.392882191679e+003  1.490632412835e+003  1.272420835703e+003
  2.903938080368e+002  6.207164925443e+002  2.537994542759e+002  1.007836375327e+003  9.814894051567e+002  1.904314218245e+003  5.379046243323e+002  1.976939268694e+003  9.103045002088e+002  4.449455827439e+003  3.338830383061e+002  1.390942147759e+003  1.158666461098e+003  9.948659570719e+002  5.663316050497e+002  1.272874938276e+003  9.958214205914e+002  1.879776209328e+002  1.354210289696e+003  4.765617275486e+002  1.932728574705e+003  2.048086895892e+002  5.718499302989e+002  5.870423470630e+003  1.918657474528e+003  5.677825279743e+003  8.632902898769e+004  6.619069578963e+004  3.159193126779e+004  1.371064806853e+005  1.190270131116e+005  1.672609825822e+005  1.551308718507e+005  2.494826770030e+004  7.079062454781e+004  3.351761437082e+003  7.694288159382e+004  9.062178876476e+004  1.721681078858e+005  1.652769807979e+005  1.705077339931e+003  2.042404443611e+003  8.107821941549e+002  1.369641701591e+004  2.182425570301e+004  5.218302244303e+004  5.537301105435e+003  3.929717085730e+003  8.425575008157e+002  3.120482927497e+003  8.368697905607e+003  1.761566791846e+003  1.052505191370e+003  2.698023960956e+003  4.176893157152e+003  1.009873805287e+003  2.852160603831e+003  3.370729952463e+003  2.441433863664e+004  2.083835027262e+003  1.856307060504e+003  1.372767495232e+004  1.790253751291e+004  9.417544957865e+004  8.863509182205e+004  3.801771823023e+004  1.492388022711e+004  5.460374248051e+004  5.985967623508e+003  4.016668806438e+004  4.426022881353e+004  4.223099542679e+004  2.308014130773e+003  1.198901055630e+004  9.426973253639e+003  7.873945420764e+004  9.256498418736e+004  1.689752567676e+005  2.701321968049e+003  3.007598896334e+003  1.120178884342e+004  1.086846731722e+004  1.247374895168e+005  1.031787499978e+005  5.319209510799e+003  9.224162885420e+003  3.114539032955e+004  1.776952587913e+005  8.128131814753e+002
  2.403010104928e+002  7.984203489762e+002  3.629458242402e+002  1.055367079006e+003  1.174553647665e+003  8.318237897569e+002  9.391304289766e+002  1.154157028297e+003  6.436220590486e+002  3.055367250227e+003  2.523235753900e+004  1.746125170602e+004  1.304207926526e+004  4.726965001947e+004  2.261132274490e+003  2.138513473291e+004  3.214066142947e+003  3.285430217314e+003  2.878388478341e+003  5.313823437536e+003  3.334359206169e+003  4.494628335463e+002  2.884580681257e+002  2.384792182258e+003  1.109234115457e+003  1.389946423756e+003  2.605280720669e+003  4.097936930618e+003  3.073628364535e+003  4.060404287388e+003  1.457104712733e+003  7.952118013594e+003  6.740954062531e+004  1.649685211208e+003  1.810713047817e+004  1.836479488387e+002  5.018685533335e+003  6.212156727133e+002  1.741980190639e+004  8.251982544104e+001  1.691192318594e+004  2.844131423516e+004  1.173807701215e+003  4.532198631151e+003  2.646443532478e+003  3.798554463598e+003  2.855526745459e+003  3.360837086375e+003  3.018901234687e+003  4.792816386468e+003  1.607366056464e+004  2.014982289333e+003  2.459995487623e+003  1.280598697782e+003  4.129286728497e+002  6.544082929605e+002  1.089344668118e+002  4.166885449906e+002  4.574665188789e+002  8.092315446480e+001  1.830929989805e+002  1.051431171698e+002  2.149653917497e+002  2.388802007033e+002  2.261485712977e+002  2.765035031621e+002  1.529383369771e+002  2.341083689079e+002  1.046460944956e+002  4.271948938989e+002  1.511964368312e+002  5.216025759039e+002  9.461493493726e+001  1.319370976305e+002  2.493367510025e+002  1.060557037990e+002  1.024992447821e+002  8.791021085479e+001  1.130966315147e+002  7.596769083585e+001  9.471285677844e+001  4.758122435899e+001  6.154402237342e+001  4.991056134889e+001  6.536833430707e+001  4.294981818957e+001  4.907681097797e+001  4.174509942612e+001  4.909854830948e+001
  1.671787089181e+002  3.823927691472e+002  1.805294165707e+002  1.306970034278e+002  1.607865467709e+002  1.684028799876e+002  1.572778856261e+002  1.103290005133e+002  1.711142986851e+002  1.203673363157e+002  1.653019999147e+002  1.437947252148e+002  1.223125556191e+002  1.420401042761e+002  1.692175150298e+002  1.460084956039e+002  1.185220725871e+002  1.620706569009e+002  1.113470484947e+002  1.419012181940e+002  1.192912807776e+002  1.168853466859e+002  1.143741704399e+002  9.589972894512e+001  1.110528001129e+002  9.397434113358e+001  1.534944837542e+002  1.093829058052e+002  9.322368133593e+001  1.101630888585e+002  8.975129949895e+001  9.466342738814e+001  9.101831901348e+001  9.586945473558e+001  9.901895928954e+001  9.041526393475e+001  8.984962498569e+001  1.072200722271e+002  1.823312493621e+002  2.956753338871e+002  5.280607596124e+002  1.132111358391e+002  3.245693864879e+002  1.612593410058e+002  2.343640052669e+002  2.501505603578e+002  1.794024001040e+002  2.044334569005e+002  1.439923305774e+002  1.734765260602e+002  2.754682154605e+002  3.893523898573e+002  1.686895443688e+002  1.389015471877e+002  8.635797301142e+001  2.809468584432e+002  8.827779566974e+001  1.003020410565e+002  8.646911809902e+001  2.328000289652e+002  1.198665990920e+002  2.204481162357e+002  1.198584858868e+002  1.915371908124e+002  1.478921380600e+002  6.789124176617e+001  9.023930393876e+001  1.109167493969e+002  1.251931991647e+002  9.621697027084e+001  9.174539665595e+001  6.608892418698e+001  9.243368705492e+001  7.129655980464e+001  7.918388250193e+001  6.798743674272e+001  1.450900982246e+002  8.436643888435e+001  3.511641527284e+001  5.647502025610e+001  4.424455144347e+001  3.387165759108e+001  4.470998877627e+001  4.385433181383e+001  3.463157267355e+001  3.648347856188e+001  4.318043528096e+001  3.946469382549e+001  3.728879407169e+001
  2.290656746339e+002  5.018447709907e+002  1.790492552209e+002  3.395927053776e+002  4.839377900971e+002  2.438168654294e+002  2.329726062411e+002  1.441275083941e+002  3.736698038372e+002  9.971648628946e+001  2.489825333483e+002  3.897972083741e+002  2.443913836030e+002  3.113017403198e+002  1.139233771998e+002  1.885376383435e+002  1.218957583764e+002  1.443258498133e+002  1.233756969079e+002  1.365756437142e+002  1.216808241632e+002  1.588035635441e+002  2.540631089827e+002  2.262292830221e+002  1.000298081651e+002  2.399583967482e+002  1.312548522108e+002  1.436776132428e+002  1.218647597722e+002  1.410768742816e+002  1.933865215980e+002  2.648432427330e+002  4.097585500358e+002  2.833402452583e+002  1.301624368888e+002  1.036830503542e+002  1.128691558848e+002  1.314605243854e+002  2.591982093234e+002  1.751523432503e+002  2.316423166183e+002  1.841128969170e+002  2.542885262281e+002  2.298712118662e+002  8.332611216765e+001  8.886893153938e+001  1.300481346041e+002  1.010951134243e+002  1.110086248522e+002  1.757345990130e+002  1.008942232047e+002  9.509209443403e+001  1.352394246164e+002  7.672208181633e+001  2.319963631081e+002  1.068394564829e+002  1.442748680490e+002  8.994361846491e+001  1.126903182195e+002  1.502423416747e+002  2.284237537938e+002  3.245596237154e+002  6.674104842174e+001  1.414377019138e+002  6.041629065996e+001  1.773324058946e+002  1.282650043006e+002  6.191696110215e+001  6.763449377695e+001  9.755491349535e+001  1.170866650688e+002  1.230856758007e+002  5.806368433660e+001  8.305977659099e+001  4.175176571459e+001  7.624148914712e+001  4.929108106612e+001  8.138471960092e+001  7.347149631121e+001  7.481680316354e+001  5.321225850848e+001  7.161304388502e+001  5.327984477687e+001  6.612631971664e+001  7.395984198358e+001  4.440086186330e+001  6.412269863647e+001  5.802418022779e+001  4.363122799559e+001
  4.041036736415e+002  1.966593744015e+003  2.320307973354e+003  5.544084166843e+003  1.593662629866e+004  2.425410022646e+003  5.219310303599e+003  2.004616297363e+003  3.717042972623e+003  4.012888482181e+003  1.853496214465e+002  6.928768701491e+002  8.270297070785e+002  1.112065992386e+003  2.261992455201e+003  6.204285649265e+002  4.571675133401e+002  1.268165791603e+003  4.188144526167e+003  2.569499892144e+002  6.021446737980e+002  1.810372363169e+003  5.965735076912e+002  1.229809298278e+003  3.783130579439e+002  2.597377044195e+003  1.710814927048e+003  2.886957398810e+002  9.258671490716e+002  2.163961610737e+003  2.400331961745e+003  4.195057513700e+004  1.463027128305e+003  1.919267894523e+004  3.852375414732e+004  4.327632590529e+003  3.331832355429e+004  4.711051988954e+004  2.294960134506e+003  2.450957215307e+004  6.133547154143e+003  1.314428132782e+003  9.789118706346e+002  2.956213733211e+003  1.111798790631e+003  9.912194193542e+003  1.716356089679e+004  9.360362075455e+004  2.580465116819e+004  6.411779528069e+004  3.135717848572e+004  1.361128542304e+005  1.169431951186e+005  1.734366797498e+005  1.173586628149e+004  4.066239073252e+004  3.022993233007e+004  8.151730867833e+004  1.885592251562e+005  7.370787547558e+004  2.185120455507e+004  1.915442582605e+004  1.897129565493e+004  2.412778136948e+004  8.595581578819e+004  4.148958177143e+004  3.972839757208e+003  8.338699742499e+003  8.293730465858e+002  6.083661110264e+004  6.424834078959e+004  1.773404087197e+004  3.942027918455e+003  8.889655816647e+003  6.118811390956e+003  6.624880149569e+003  1.376215512008e+004  4.036469906883e+002  3.186821142030e+004  1.088661053122e+003  5.057221060029e+003  1.614196888831e+003  3.085872356535e+002  8.767400526046e+002  5.218420683292e+002  5.874586344520e+002  6.639176299754e+002  1.802583765393e+002  1.179166076562e+003
  3.592589762559e+002  3.084973206368e+002  2.305273720016e+003  3.484332539941e+002  1.675136719003e+004  2.061959298914e+002  3.328737904403e+003  4.615920890386e+003  3.453738101955e+003  6.190520228416e+003  7.011963987586e+004  4.397411262496e+003  1.072828778177e+004  2.232683713522e+003  1.829389412576e+003  6.617329344296e+003  6.194211804721e+004  3.109303783938e+004  1.425510576312e+004  7.475907500066e+003  1.028723723807e+004  3.720668175082e+002  4.953976490688e+004  2.788355386637e+004  2.026496673867e+003  1.135415172424e+005  6.115640642719e+004  1.117194498327e+005  2.456693143031e+004  2.999366552275e+004  8.659340096213e+004  1.368179854416e+005  6.933057227396e+004  1.372953309874e+004  1.507128795146e+004  8.546828669709e+004  1.717589721230e+005  3.835827619739e+004  7.090869507957e+003  1.343647499395e+005  1.659207616734e+004  7.324080396372e+003  3.617850429612e+003  3.972798665552e+004  8.307413728673e+002  4.746460611453e+003  2.630955556052e+003  2.199326490584e+004  1.094452172645e+003  5.570533971755e+003  2.453373120764e+002  4.924654381907e+003  7.425514717019e+002  8.739560167838e+002  2.143242951576e+003  4.492916046563e+002  1.986308200362e+003  3.684735676774e+002  1.445588835841e+003  3.276899981175e+002  7.012972390518e+002  5.468532309762e+002  1.403079081667e+003  3.773077588346e+002  5.935940404415e+002  3.834839429572e+002  2.765230676826e+002  4.153034181602e+002  2.326563973170e+002  3.581439273451e+002  5.518721384812e+002  3.384308873333e+002  4.075443503795e+002  1.026486603746e+003  5.370203400488e+002  3.320053344717e+002  4.270760421319e+002  2.102435914341e+002  1.117973569405e+002  1.356788149088e+004  4.094417244783e+004  3.685171092014e+003  3.306300305692e+003  2.470517769302e+003  5.966382346557e+004  5.675850923674e+004  1.940853369547e+003  3.379818252534e+003  1.513018094363e+005
  2.257707984868e+002  4.449998048165e+002  8.112581231036e+002  2.322022390047e+002  5.537061438349e+002  1.046686667794e+002  5.203817182186e+002  1.252386247686e+002  3.426147567829e+002  1.191196270556e+002  5.052466613591e+002  1.346106149922e+002  2.569377147648e+002  1.277345907066e+002  2.263331814510e+002  1.460242042143e+002  9.996875758665e+001  1.782451270258e+002  1.498844600817e+002  1.215426814308e+002  1.406423490349e+002  1.334899463846e+002  1.423881279077e+002  1.042653162192e+002  1.107086992598e+002  1.086709304571e+002  1.044105072858e+002  1.582765029247e+002  2.562851743900e+002  1.656914165307e+002  1.018493542240e+002  1.036832611077e+002  3.091914264610e+002  1.048566079175e+002  1.805469692657e+002  1.025630199021e+002  1.829031983758e+002  9.743205657982e+001  2.671080550038e+002  1.407501558259e+002  1.616247522577e+002  1.741671454172e+002  3.286071178698e+002  2.455263473000e+002  1.098080358358e+002  3.349255866872e+002  1.467533554728e+002  4.538284031997e+002  2.355033686741e+002  5.061013925672e+002  5.665817076531e+002  1.004991916616e+002  3.489127053244e+002  2.898041741067e+002  1.982890262115e+002  3.374367598371e+002  1.065214463888e+002  2.166106076817e+002  2.818620136218e+002  3.430202236480e+002  1.003382418718e+002  1.855444433329e+002  2.314316993468e+002  1.119427876447e+002  8.045700762332e+001  1.720663040783e+002  1.526467643959e+002  7.451258986870e+001  1.390102330836e+002  8.779821277165e+001  7.766271191570e+001  6.148315118341e+001  5.565105790424e+001  4.553822493741e+001  9.795994373953e+001  4.997821391771e+001  4.994944816306e+001  5.375214897062e+001  4.407282970559e+001  7.644978840399e+001  7.635355155143e+001  4.420711046570e+001  4.668694165200e+001  4.176720547207e+001  6.903196376407e+001  5.659036746905e+001  4.762790968453e+001  5.488062718017e+001  4.365038570168e+001
  1.302356197653e+002  1.936789884154e+002  1.546857287212e+002  1.553808207949e+002  1.994041629053e+002  1.490974586743e+002  1.661127401556e+002  1.595349588394e+002  3.053604470651e+002  3.134591550083e+002  1.976708120451e+002  2.076674528653e+002  1.553412696098e+002  2.392866053088e+002  2.211763226995e+002  1.978031882202e+002  3.486572379294e+002  2.139845355157e+002  1.686445886585e+002  1.137999368629e+002  1.847424265307e+002  2.237527065892e+002  1.935796341260e+002  1.427122510167e+002  1.472516628441e+002  1.261620155164e+002  1.874230813420e+002  1.079334891896e+002  1.776649574352e+002  1.336486656671e+002  1.065664223595e+002  9.415827691231e+001  9.388378804711e+001  1.081737136711e+002  1.252606697953e+002  1.133036954952e+002  8.932439262457e+001  1.359876807813e+002  9.594217892178e+001  1.677745687694e+002  2.855693393894e+002  2.855183867433e+002  2.323804569520e+002  1.673686468451e+002  1.806212603471e+002  1.076304098698e+002  1.011078852641e+002  1.382588951276e+002  1.402729409793e+002  6.378603634153e+001  7.080242608984e+001  8.290026772462e+001  8.862533582833e+001  1.201197614081e+002  1.061395088280e+002  7.721781682843e+001  4.803854344599e+001  4.649541762993e+001  5.877450023921e+001  5.524043684700e+001  4.587444385101e+001  4.561644492086e+001  4.823315443840e+001  5.662834488366e+001  5.096425385431e+001  4.292561759780e+001  4.176074915862e+001  4.344175020887e+001  4.158576670657e+001  4.377199209440e+001  3.553491687559e+001  4.504830722148e+001  3.986747272410e+001  3.874240168035e+001  4.300702667413e+001  3.670338045410e+001  4.406492553583e+001  3.699223249272e+001  4.644682207278e+001  5.862399769038e+001  6.436721493176e+001  6.950727157532e+001  4.226859805751e+001  4.655076175190e+001  5.061138352940e+001  5.375784988016e+001  6.844931433868e+001  3.960863014913e+001  4.686323990619e+001
  5.184315728972e+002  1.299567810655e+003  2.321699501611e+002  1.125301331969e+003  3.546641303171e+002  4.048991664639e+002  1.881564857420e+002  1.019395632506e+003  2.695456562287e+002  2.249425939638e+002  7.715274441888e+002  9.350749831676e+002  2.747294346264e+002  5.040967980454e+002  3.647077259921e+002  1.186044231279e+003  7.084063624656e+002  1.943723711422e+004  5.958301152946e+003  1.437186052942e+004  1.039120935094e+003  3.689829529107e+004  3.401505216493e+004  3.520380613861e+004  7.963172567697e+002  2.975769965797e+003  4.051150861034e+003  6.417335620662e+002  6.203935195046e+002  1.346701391287e+004  2.208569679739e+003  1.046343733689e+004  5.187798721348e+003  5.084907410117e+003  3.873271953568e+004  1.623843109545e+004  1.470445847902e+004  1.750861903591e+005  3.933816126483e+004  1.299717660704e+005  1.816911240783e+005  9.053648574139e+004  9.003245815209e+004  8.603860697390e+002  1.323095529978e+005  1.242764523665e+003  7.797231984282e+003  7.430730683051e+003  1.447375461718e+003  7.161643427077e+003  1.910517909788e+003  2.897186424157e+003  4.197102809972e+004  2.993468444711e+003  7.395569655871e+003  1.595882356080e+003  3.246131928613e+004  1.658887104658e+005  1.751294805996e+005  7.634271228576e+004  2.163816851830e+003  9.050111712888e+003  2.936549027989e+003  8.633607303460e+003  2.237713343653e+003  2.687380662683e+003  1.188939824481e+003  3.079325686423e+004  2.243677248728e+004  2.830551320175e+003  4.897533543292e+003  5.670125871333e+004  2.402181125059e+004  7.020915879358e+002  2.641403686641e+003  5.654210642784e+002  6.613441475667e+003  9.860294060976e+002  4.803357524287e+002  1.760183098902e+003  3.948864930909e+003  2.664692842011e+003  5.779438323886e+002  7.205165958026e+002  2.495465300713e+003  1.952729644691e+002  1.075304751404e+003  3.242693607954e+003  1.297144360838e+003
