 -5.343384972248e+000 -2.457957087234e+000 -2.580000000000e+001
 -2.211498633088e+000  3.608234611880e+000 -2.810000000000e+001
  4.006296081518e+000  3.230883936708e+000 -3.120000000000e+001
 -2.832408251181e+000  5.446938944578e+000 -2.630000000000e+001
 -3.882031314721e+000  1.499875735233e+000 -2.130000000000e+001
 -5.315770368945e+000  6.378924442734e-001 -2.566666564941e+001
 -1.308922210256e-001  0.000000000000e+000 -3.160000000000e+001
 -5.591914505840e+000 -2.174633418938e+000 -2.500000000000e+001
 -2.876315135449e+000  6.779885676415e+000 -2.480000000000e+001
 -3.727943003894e+000 -2.423162952531e+000 -2.250000000000e+001
 -3.247452572281e+000  7.793886173474e+000 -2.240000000000e+001
 -3.063126501533e+000  5.598127744180e+000 -2.550000000000e+001
  9.539391931074e-001  2.180432441388e+000 -3.290000000000e+001
 -3.854693066026e+000  9.841769530279e-001 -1.980000000000e+001
 -3.008864220031e+000 -3.102891226907e+000 -2.270000000000e+001
 -6.606743434678e-001  2.774832242565e+000 -3.190000000000e+001
  3.929251926104e+000  2.788501366912e+000 -3.060000000000e+001
  4.254825615111e+000  3.590009112750e+000 -3.210000000000e+001
 -2.951288211416e+000  2.124927512219e+000 -2.850000000000e+001
 -3.816308976010e+000  6.583132983617e+000 -2.303333282471e+001
 -2.634413056085e+000  5.378593322840e+000 -2.650000000000e+001
 -1.389694308674e+000  1.516030154917e+000 -3.050000000000e+001
 -3.556457625715e+000 -6.586032640212e-001 -3.180000000000e+001
  1.988236268743e+000  6.627454229144e-001 -3.200000000000e+001
 -2.326236434430e+000  2.584707149366e-001 -3.120000000000e+001
 -7.601690000828e+000  1.226079032392e-001 -2.960000000000e+001
 -3.365504100737e+000 -1.615441968354e+000 -3.250000000000e+001
 -3.259050617182e+000  3.026261287383e+000 -2.810000000000e+001
 -4.572943418110e+000 -1.093529947809e+000 -2.400000000000e+001
 -3.794217546185e+000 -1.802253334438e+000 -2.290000000000e+001
 -2.930577416950e+000  2.344461933560e+000 -2.830000000000e+001
 -3.541545853699e+000  7.549084582885e+000 -2.250000000000e+001
 -5.429127661337e+000 -2.022616187557e+000 -2.570000000000e+001
 -6.483307099660e+000  2.119542705658e+000 -3.010000000000e+001
 -4.109850053848e+000 -4.510811034711e+000 -2.420000000000e+001
 -3.699362107530e+000  6.355314389860e+000 -2.290000000000e+001
 -3.276447684533e+000 -2.621158147627e+000 -2.260000000000e+001
 -6.544611051280e-001  3.926766630768e-001 -3.160000000000e+001
 -4.801590589015e+000 -3.444619335598e+000 -2.520000000000e+001
 -3.261950128407e+000  7.642283157982e+000 -2.250000000000e+001
  1.512716427802e+000  2.062795128821e+000 -3.320000000000e+001
 -3.662911109270e+000  6.533841438158e+000 -2.390000000000e+001
  1.057078949549e+000 -1.321348686936e-001 -3.190000000000e+001
 -3.860492088477e+000  7.334934968105e+000 -2.330000000000e+001
 -4.059315715351e+000 -1.014828928838e+000 -2.450000000000e+001
 -3.529119377019e+000  3.646756689587e+000 -2.840000000000e+001
 -3.715516527214e+000  1.905393090879e+000 -2.300000000000e+001
 -4.045232375114e+000  3.300057990225e+000 -2.570000000000e+001
 -7.785187905256e+000 -1.235744111945e-001 -2.983333435059e+001
 -3.810786181758e+000  1.810123436335e+000 -2.300000000000e+001
 -5.301963383315e-001 -1.590589014995e+000 -3.200000000000e+001
 -4.119377019302e+000  2.105459365421e+000 -2.210000000000e+001
  4.488443376688e+000  2.618258636401e+000 -3.010000000000e+001
 -2.124927512219e+000  5.256399635490e+000 -2.700000000000e+001
 -1.344130560848e+000  2.810454809046e+000 -2.950000000000e+001
 -3.543616933146e+000  1.221936873498e+000 -2.950000000000e+001
 -6.516444370806e+000 -1.600530196338e+000 -2.760000000000e+001
  3.381658520421e+000  1.690829260210e+000 -3.140000000000e+001
  3.141413304614e+000  1.963383315384e+000 -3.160000000000e+001
  5.120951039682e+000  3.807886670533e+000 -3.170000000000e+001
  2.617844420512e+000  1.308922210256e+000 -3.160000000000e+001
 -3.504266423660e+000  1.752133211830e+000 -2.820000000000e+001
  2.356059978461e+000  1.832491094358e+000 -3.160000000000e+001
 -4.058901499462e+000 -2.969927926435e-001 -2.390000000000e+001
 -2.609560102726e-001  1.565736061635e+000 -3.150000000000e+001
 -3.872090133378e+000 -2.266589346367e+000 -2.280000000000e+001
 -3.158810371966e+000  6.725209179024e+000 -2.460000000000e+001
 -4.830585701268e+000 -1.183000579902e+000 -2.380000000000e+001
 -6.720652804242e+000 -6.834562173805e-001 -2.750000000000e+001
 -3.313727114572e+000  6.006130395162e+000 -2.500000000000e+001
 -4.038604920885e+000  3.210173142242e+000 -2.500000000000e+001
 -3.181178029989e+000 -2.385883522492e+000 -2.400000000000e+001
 -3.389942838207e+000  5.958081352001e+000 -2.480000000000e+001
 -2.467484052688e+000  6.115069174054e+000 -2.590000000000e+001
  3.795874409742e+000  1.570706652307e+000 -3.160000000000e+001
 -1.994863722972e+000  1.496147792229e+000 -3.010000000000e+001
  3.101648579239e+000  1.680059647088e+000 -3.120000000000e+001
 -5.434512467898e-001  2.717256233949e+000 -3.280000000000e+001
  3.000994118134e+000  1.826692071908e+000 -3.150000000000e+001
 -3.398227155994e+000  1.456383066854e+000 -2.930000000000e+001
 -4.497141910364e+000 -1.530941926932e+000 -2.310000000000e+001
 -3.715516527214e+000  2.423162952531e-001 -1.950000000000e+001
  5.813934222517e+000  3.699776323420e+000 -3.190000000000e+001
 -1.448927180847e+000  1.317206528042e-001 -3.180000000000e+001
 -2.911523486041e+000  6.175958909784e-001 -2.130000000000e+001
  1.192941761246e+000  1.325490845829e+000 -3.200000000000e+001
  3.251594731174e+000  2.471211995692e+000 -3.140000000000e+001
 -2.762819981775e+000  2.042084334355e+000 -2.900000000000e+001
 -2.723883688178e+000  4.426310993290e+000 -2.740000000000e+001
 -3.635987076464e+000  1.913677408665e+000 -2.310000000000e+001
 -3.795874409742e+000 -7.853533261536e-001 -3.160000000000e+001
 -4.078783862149e+000 -2.750807720984e+000 -2.290000000000e+001
 -1.030569132632e+000  6.441057078950e-001 -3.110000000000e+001
 -3.534089967691e+000  6.871841603844e+000 -2.370000000000e+001
  2.160550078701e+000  2.295584458620e+000 -3.260000000000e+001
 -3.775992047055e+000  1.053765222434e+000 -2.120000000000e+001
  4.333112418192e+000  3.545273796703e+000 -3.170000000000e+001
 -2.331207025101e+000  5.772512633585e+000 -2.680000000000e+001
 -5.042250020711e+000 -3.540303206031e+000 -2.590000000000e+001
 -4.109021622069e+000 -1.458039930412e+000 -3.200000000000e+001
 -3.267334934968e+000 -4.132217711871e+000 -2.320000000000e+001
 -3.413967359788e+000 -5.252257476597e-001 -3.170000000000e+001
  7.928092121614e-001  0.000000000000e+000 -3.190000000000e+001
  5.040178941264e+000  3.618590009113e+000 -3.120000000000e+001
 -4.506254659929e+000 -3.982271559937e+000 -2.530000000000e+001
  1.462596305194e+000  6.648165023610e-001 -3.210000000000e+001
 -5.683042001491e+000 -4.059315715351e-001 -2.450000000000e+001
 -3.029989230387e+000  2.597133626046e-001 -2.090000000000e+001
 -2.513876232292e+000  2.274459448264e+000 -2.890000000000e+001
 -3.151354485958e+000 -2.626128738298e-001 -3.170000000000e+001
 -3.225913346036e+000  7.233866291111e+000 -2.360000000000e+001
 -3.319940352912e+000 -2.276530527711e+000 -2.290000000000e+001
 -2.671692486124e+000  5.770855770027e+000 -2.580000000000e+001
 -4.771767044984e+000 -2.087648082180e+000 -2.400000000000e+001
 -5.185982934305e-001  1.166846160219e+000 -3.130000000000e+001
 -4.058901499462e+000  2.771932731340e+000 -2.390000000000e+001
  5.318532018888e-001  1.329633004722e+000 -3.210000000000e+001
 -3.957004390688e+000 -1.930246044238e-001 -2.330000000000e+001
 -3.843923452904e+000 -1.060392676663e+000 -3.200000000000e+001
