 -2.291175344475e+001 -1.040471291755e+000 -6.109820728310e+001 -2.855459985497e+000 -9.947942853418e-001  3.694555223641e+001 -1.499808857812e+001  3.510952417147e+000  2.239098459903e+000  1.378753598754e+000 -1.428991442142e+001  4.304329472740e+001  6.541619338914e+001  1.800541332131e+001  1.124108120696e+000  4.306342997106e+001  6.100804034652e+001  6.860601630183e+000 -7.333945060943e+000  3.296395100668e+001  5.043912966112e+001  1.433048292578e+000  7.531405521196e+000  1.814499069689e+001  2.314146922169e+001  3.842465419789e+001
 -1.604034184328e+001  4.220427990584e+000 -5.960069369305e+001 -4.236178629523e+000 -6.484868737823e-001  3.637820689283e+001 -1.138157993522e+001  5.930671108646e+000  2.916871076696e-002  5.888465396810e+000 -1.460394106616e+001  5.362368539987e+001  6.043069559050e+001  1.318251966092e+001 -7.362098761953e+000  3.810373496010e+001  5.631428265575e+001  8.922430447696e+000 -5.527475744871e-001  3.392748265610e+001  4.862179182902e+001  2.358112775472e+000  1.003366198468e+001  1.597891150676e+001  3.392642905619e+001  3.411456184020e+001
 -1.127020233877e+001  3.773493802181e+000 -5.726017628316e+001 -4.174285550158e+000  2.810913407061e-001  3.619843263751e+001 -1.367060376608e+001  1.073590138250e+000  6.098611725542e+000  4.119669572057e+001 -1.251417991338e+001  5.697933395793e+001  5.111197084744e+001  3.723575036312e+001 -8.192672507948e+000  3.449582639767e+001  4.439120042325e+001  7.293268612758e+000  6.758890932074e+000  1.509402079602e+001  4.414192132473e+001  1.897805417883e+000  4.679273144692e+000  5.118036383124e+000  2.005888840085e+001  3.464413322310e+001
 -3.105430968326e+000  2.914102871483e-001 -4.688802760070e+001 -3.478952838601e+000  2.377009233984e+000  3.646337164707e+001 -4.560451563069e+000  9.006695711930e+000  4.479973403520e+000  5.905603235628e+001 -9.189164536170e+000  8.651363195587e+001  1.018454734605e+001  7.007001126530e+001 -1.344947458833e+001  2.602422960186e+001  3.348236858356e+001  7.337418061173e+000 -1.137509731940e+001  1.714423054646e+001  3.344856431110e+001  7.356205526609e+000 -1.211625899012e+000  1.659365061413e+001  1.799992802262e+001  3.203895367666e+001
 -4.382466239725e+000 -2.341928472832e+000 -4.614723322448e+001 -3.452833195664e+000  3.420280255530e+000  3.658428074166e+001 -1.608664174769e+000  2.602234671023e+001  2.356610930140e+000  4.888202432634e+001 -5.758403671643e+000  3.924942928884e+001  1.030291159789e+001  7.346475486103e+001 -1.116356708010e+001  1.242024846894e+001  2.633689332825e+001  6.226742094430e+000 -6.928256789053e+000  2.557827949453e+000  3.519290831364e+001  3.465585565377e+001 -2.273136467316e+000  2.189108714786e+001  3.729652109636e+001  4.668271424803e+001
 -2.315015845005e+001  5.578279958103e+000 -4.815840925092e+001 -3.492526565162e+000  3.344247778563e+000  3.630387222479e+001  2.604013502396e+000  6.603091700681e+001  3.661461449543e+000  5.106974352557e+000 -3.528961566363e+000  1.102048058516e+001  2.529984850516e+000  4.165009570344e+001 -3.847676874544e+000  4.974035558435e+000  4.177350083257e+000  4.495108007173e+001  2.211027007995e-001  3.718261826897e+000  4.118310845653e+001  3.680721493403e+001 -1.500000000000e+001  2.301813542531e+001  4.818087199096e+001  3.052461273603e+001
 -3.288387641258e+001  8.254009563769e+000 -4.207094298662e+001 -1.632776531697e+000  3.515530381865e+000  3.640165561909e+001  1.169038539908e+001  7.463081596385e+001  1.037841007842e+001  2.040749535709e+001 -1.073162375803e+001  9.486096775041e-001  9.123548690393e+000  2.803669065556e+001 -8.456111829096e+000  4.007954719843e+000  7.657519742534e+000  3.059204869070e+001 -3.257327370821e+000  4.833392831512e+000  3.354650837146e+001  3.929139089722e+001 -1.381906015074e+001  5.696356473178e+001  3.080953729096e+001  1.063292337778e+000
 -4.594633355090e+001  1.955107885989e+001 -5.253927969671e+001 -2.407438900078e+000  3.464093092015e+000  3.706388906751e+001 -1.285577690968e+001  7.976547263683e+001  1.392460964534e+001  2.015279818352e+001 -1.441420285870e+001  1.210260558842e+000  5.304522064660e+000  1.691452846939e+001 -4.970480048428e+000  9.628071954501e-001  3.697999753970e-001  1.288788332211e+001 -7.541399285424e+000  7.403511112591e+000  3.473117977315e+001  2.104861954349e+001 -1.144402918958e+001  5.342932639936e+001  2.789869397987e+001  4.562425022138e+000
 -4.854393270655e+001  1.799708760123e+001 -5.184156233115e+001 -1.612414591617e+000  3.123238315088e+000  3.752757840957e+001 -1.212886829086e+001  7.512840113040e+001  1.012588806005e+001  1.615733931200e+001 -9.784993559674e+000  3.808337356292e+000  4.041688034216e+000  1.141528782874e+001 -1.153683461428e+001  6.593907010971e+000  6.274484091187e+000  3.354125064135e+001 -1.392279876963e+001  2.280805049739e+001  2.760599825587e+001  1.601095931394e+001 -1.500000000000e+001  5.149236626774e+001  4.097561120072e+001  4.845827159063e+000
 -4.406098901137e+001  2.934414158747e+001 -4.721483998804e+001 -1.451981007801e+000  4.008274525240e+000  3.690443037737e+001 -1.217005784890e+001  6.492917044674e+001  0.000000000000e+000  2.762446175656e+000 -1.324565558315e+001  1.444453590894e+000  7.076236722934e-002  1.101093351230e+001  9.920434415451e+000  4.598120716894e+000  7.052152300926e+000  3.288553000575e+001 -4.940642312442e+000  2.317623625765e+001  2.758209445412e+001  1.388306773733e+001 -1.358796575035e+001  5.093837558865e+001  3.239348308961e+001  5.120567272932e-001
