 -1.692096704148e+001  6.404277060662e+000 -3.780983193639e+001 -6.517978678927e-001  5.109410280075e+000  3.378789994329e+001  1.459368689783e+001  5.690501390912e+001  7.291635824547e+000  6.641879559159e-001 -1.150288995994e+001  2.513952065374e+000  2.131856029213e+001  0.000000000000e+000  3.466379796621e+000  1.548616190884e+001  1.197012485038e+000  6.202703352019e+000 -4.694421320261e-001  9.128037722513e+000  5.662968743989e+000  1.114767243664e+001  1.828076824698e+000  1.018381064876e+001  7.160673397343e+000  2.114676945556e+001
 -1.856533622816e+001  1.274150679620e+001 -4.167342976175e+001 -1.265393968411e+000  4.663648886666e+000  3.374835920185e+001  1.355708338775e+001  5.211284167804e+001  6.599964133635e+000  3.131226107336e+000 -1.185686398766e+001  5.068497308650e+000  9.032837059321e+000  6.918339424686e+000 -3.462173080347e+000  2.673035789416e+000  7.084108624948e-001  1.466939851140e+001 -5.982344250542e+000  1.398155508533e+001  5.556575120498e-001  1.661146019627e+001 -5.439400992960e+000  1.246203945488e+001  1.436025263028e+001  2.925743526281e+000
 -1.524985396171e+001  1.305399883519e+001 -4.359804346596e+001 -2.260271760863e+000  4.255839691599e+000  3.340806912364e+001  1.335880319907e+001  4.994758382882e+001  5.295918995981e+000  3.338342885788e+000 -1.136600061354e+001  1.092795637147e+000  3.403767019215e+000  2.574684620781e+000 -1.006948043133e+001  2.415473372543e+000  1.662577803649e+000  1.222225143253e+001 -6.196442213754e+000  1.258235902663e+001  2.048784138933e+000  5.824936490378e+000 -1.312921334850e+000  2.255204392218e+001  1.919592393510e+001  1.136475656621e+001
 -2.725665506309e+001  1.094679770824e+001 -4.408156479443e+001 -1.078465493126e+000  3.650106606712e+000  3.400961647901e+001  1.348928249714e+001  6.595044606930e+001  9.646526937965e+000  0.000000000000e+000 -1.040248589330e+001  1.182919298547e+001  4.538728954493e-001  7.971180406741e+000 -7.454624609652e+000  5.092640127925e+000  3.806913156324e+000  6.793780115706e+000  1.404759441760e+000  1.418807111948e+001  3.886704632115e+000  1.996115826504e+001 -5.406823579383e+000  2.818539761194e+001  2.747114419496e+001  9.223533617933e+000
 -3.055918448374e+001  5.739125372436e+000 -4.660942221773e+001 -7.080652003352e-001  2.978378479258e+000  3.478356943370e+001 -1.448216484128e+001  6.527282608051e+001  1.012492087167e+001  2.060421091740e+000 -1.493645828798e+001  2.848775292174e+000  2.856577353272e+000  2.216258262559e+000 -8.780440697249e+000  7.821428717515e+000  2.406360513683e+000  9.641311206442e+000 -1.913099843625e+000  2.780520970674e+001  7.108575589856e+000  1.966354022393e+001  1.055792262907e+001  3.796178462265e+001  3.870149631876e+001  9.749054413335e+000
 -3.987596001308e+001  1.004927388141e+001 -5.414806549239e+001 -1.344082131098e+000  1.824324700290e+000  3.516833492453e+001 -1.197076223092e+001  6.683627171316e+001  5.600798160507e-001  1.484350661888e+000 -1.454070997071e+001  1.446786007045e+000  5.057844058020e+000  2.076709398998e+000 -1.392222229082e+001  2.787500836592e+000  1.771062933179e+001  8.476129659889e+000 -1.320292203410e+001  3.582742322581e+001  8.959197401596e+000  1.512883811612e+001  4.796201521742e+000  4.445587418704e+001  1.463232051927e+001  2.138949057747e+001
 -5.464532962603e+001  1.119648974428e+001 -6.009282345673e+001 -1.719293098114e+000  1.219179483387e+000  3.529937356157e+001 -1.178983846022e+001  6.180818339717e+001  1.187168957845e+000  9.666898928441e-001 -1.445341746078e+001  3.304033480029e+000  2.792123779019e+000  1.081859241155e+001 -1.369336107918e+001  1.934479904782e+001  2.515402072479e+001  5.766719073687e+000 -1.444554916840e+001  3.555574088414e+001  1.381002572400e+001  1.968965684113e+001  9.885877654331e-001  4.213280620574e+001  8.938143562299e+000  4.645518295541e+001
 -5.476011619091e+001  6.862439554617e+000 -5.993679988746e+001 -1.383101897204e+000  7.920796266620e-001  3.673725057501e+001 -8.264880055406e+000  3.733448657799e+001  1.094666243311e+000  1.383255389767e+000 -1.368332068386e+001  1.118216071740e+001  6.604573881123e+000  1.160358630815e+001 -1.500000000000e+001  2.677869990636e+001  3.005138454854e+001  1.501756169890e+000 -1.355340026465e+001  3.105238086814e+001  4.200763610988e+001  7.924582022370e+000 -2.330552171680e+000  3.745290081571e+001  1.271158995529e+001  4.955390910411e+001
 -4.839759763209e+001  8.283394482526e+000 -5.960876303953e+001 -2.215781222194e+000  1.091101938681e+000  3.676006741194e+001 -1.251171614454e+001  1.840898054252e+001  1.565725152395e-003  1.189400789951e+000 -1.267080776613e+001  1.581401329032e+001  6.697140169918e+000  1.932353775868e+001 -1.494397385992e+001  2.965013890185e+001  3.516785491729e+001  4.133555164320e-001 -7.823174400741e+000  3.297243655614e+001  4.092160546996e+001  3.263914564338e+000 -1.437925246436e+000  3.309189088032e+001  8.850568896975e+000  5.553202099869e+001
 -3.190349575458e+001 -1.089201015873e+000 -6.034718125151e+001 -1.952744602285e+000 -5.463622888926e-002  3.649523887404e+001 -8.116413889051e+000  0.000000000000e+000  1.191437020173e+000  3.963518371559e+000 -1.408884619886e+001  2.099729529782e+001  4.139080730858e+001  9.246336637235e+000 -1.118860290142e+001  4.096913573093e+001  6.042858293179e+001  1.773577013603e+000 -6.270051428577e+000  2.642862384901e+001  4.956816251471e+001  4.788831728667e-001  1.258751601090e+001  6.883884045433e+000  2.668990355191e+001  7.037921998422e+001
